"","StationID","sample_id","asci_d","asci_h","asci_s","sampledate","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"1","312PS0099","312PS0099_6.14.10_2",0.975166582399909,1.08103711040174,1.06439152308932,2010-06-14,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","402BA0079","402BA0079_5.28.08_1",0.689047363957553,0.770523763726926,0.801713907632546,2008-05-28,-9,-1.66,-0.03,-5,NA,NA,NA,31.83,0,-56,0,0,-1,0,0,-18,0,-6,13.625,0,0,0,-0.03,-0.085,-6
"3","402BA0095","402BA0095_5.29.08_1",1.06169551795049,1.11374163945743,1.17316012063314,2008-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"4","402BA0143","402BA0143_5.21.08_1",0.734552966539611,0.879819819302056,0.824899064004521,2008-05-21,0.5,-0.055,-0.05,-36,0,-207.79,-42,50.54,0,0,0,0,0,0,0,0,0,-3,32.035,0,0,0,-0.62,-3.93,0
"5","402BA0335","402BA0335_5.27.08_2",0.724642190199785,0.75774485796455,0.595036896530689,2008-05-27,-0.5,0.595,0.575,-5,-5,88.51,0,17.72,0,0,0,0,0,0,0,0,0,-4,-112.47,0,0,0,0.045,0.15,-3
"6","403BA0015","403BA0015_5.19.08_1",0.889281969986212,0.942866663418687,1.10928503919922,2008-05-19,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","403BA0027","403BA0027_6.18.14_1",1.05275417013702,1.04187943123373,0.971780849949224,2014-06-18,0,0,0,-2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","403BA0171","403BA0171_5.19.08_1",1.0427573436503,1.14476190432632,0.95845798682817,2008-05-19,0,-0.01,-0.03,-4,2,0.12,0,-0.02,0,0,0,0,0,0,0,0,0,0,-0.51,0,0,0,0.02,-0.02,0
"9","403BA0960","403BA0960_5.21.08_1",1.13143288782835,1.16976761756293,0.934147848852953,2008-05-21,1,0,0.68,0,NA,NA,NA,0.02,0,-175,0,0,0,0,0,0,0,-72,0,0,0,-9,0.89,0.78,26
"10","403S00640","403S00640_6.11.09_2",0.916894461776379,0.94012711921481,0.980360957724127,2009-06-11,-2,-0.03,0,-1,-1,1.89,-8,2.02,-1,-4.5,-3,0,0,0,0,-1,0,-2,-0.04,0,0,0.5,-0.04,0.075,-1
"11","403S00831","403S00831_6.10.10_1",0.985596064340379,1.11602624976895,1.15978585500105,2010-06-10,0,0,0,-9,NA,NA,NA,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","403S00875","403S00875_6.24.10_1",0.972699408741517,1.06023694735084,1.16940389702602,2010-06-24,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","403S01195","403S01195_6.10.09_1",0.927174371171342,1.1119699335972,1.25795588617164,2009-06-10,0,-0.05,-0.06,0,-5,4.06,0,0.98,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.03,-0.41,0
"14","403S01536","403S01536_7.12.11_2",1.10011473317038,1.08405446290204,1.12828609105718,2011-07-12,-6,0.01,0.01,-2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,27,0,-0.03,-29,-29,-1.09,1.5,0
"15","403S01707","403S01707_6.7.10_1",0.883711597101036,0.939851476462991,0.98301834704145,2010-06-07,0,0,0,0,NA,NA,NA,0.57,0,0,0,0,0,0,0,0,0,0,-0.015,0,0,0,0,-0.05,0
"16","403S01728","403S01728_7.13.11_1",0.848948027713861,0.897137544387794,0.731450733312412,2011-07-13,-7,0.01,0.01,-42,NA,NA,NA,1.7,-119,-120,-119,0,0.5,0,9,40,39,-43,1.06,0.05,0,39,0,0.2,-4
"17","403S02363","403S02363_6.16.11_1",1.19412907041368,1.25480758702024,1.2490751369698,2011-06-16,0,-0.01,-0.04,0,0,5.65,0,4.04,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.03,-0.14,0
"18","403S03643","403S03643_6.24.10_2",1.10461783146594,1.02427979582436,0.878297626174079,2010-06-24,0,-0.03,-0.03,0,0,5.685,0,3.99,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.03,-0.14,0
"19","403S05291","403S05291_6.7.10_1",0.926366890047376,1.03355847273699,0.896657275838423,2010-06-07,0,-0.03,-0.03,0,-5,3.68,0,2.69,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.03,0
"20","403S06139","403S06139_6.27.12_1",1.2705217220765,1.2170580645285,1.03583322701221,2012-06-27,0,-0.05,-0.06,0,0,4.22,0,2.95,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.03,-0.2,0
"21","403S06315","403S06315_6.27.12_1",1.1098912684925,1.14257984335603,1.14871552343803,2012-06-27,0,-0.02,0,-3,NA,NA,NA,0.37,0,0,0,0,0,0,0,0,0,0,-0.46,0,0,0,-0.01,-0.42,0
"22","403S07024","403S07024_6.13.12_1",0.911650582155054,0.838347827189442,0.4613446744604,2012-06-13,-26,0.08,0,-1,0.5,7.475,-4.5,3.9,0,0,0,0,0,0,0,0,0,-1,-0.18,0,0,0,0,-0.365,0
"23","403S07227","403S07227_6.27.12_1",1.22326454728427,1.22394396895761,1.1769828378202,2012-06-27,0,-0.01,-0.04,0,0,5.095,0,3.57,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.2,0
"24","403S16332","403S16332_6.26.13_1",0.900357628478336,1.09714986091447,1.07103245544975,2013-06-26,-1,0.27,0.25,0,0,12.69,-61,22.53,0,0,0,0,0,0,0,0,0,0,-0.35,0,0,0,0.005,-0.67,0
"25","403WE0501","403WE0501_5.14.13_1",1.08350479793835,1.17634679177102,0.922154404331619,2013-05-14,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","403WE1027","403WE1027_5.30.13_1",0.949240322935725,0.57586184403499,0.602318480541301,2013-05-30,-6,0.01,0.01,-2,0,0.22,0,0,-87,0,0,0,0,0,18.5,0,0,-2,0,-0.03,0,0,0.01,1.5,-8
"27","404BA0084","404BA0084_6.4.08_1",0.894430220334456,0.910670617170756,0.858301523677898,2008-06-04,-63,0,0.36,-53,NA,NA,NA,0.04,0,-16.5,0,0,0,0,0,13.75,0,-2,0.2,-0.8,0,-2,-0.23,-0.7,-33
"28","404BA0526","404BA0526_6.4.08_1",1.00579479228659,1.04468995990061,0.707305912933943,2008-06-04,-29,0,0.09,-53,NA,NA,NA,0.06,0,-24,0,0,0,0,0,12,0,-59,0.06,-0.76,0,-25,-0.23,-0.7,-33
"29","404BA0616","404BA0616_6.3.08_1",0.69653247493888,0.788440494174891,0.816725865606574,2008-06-03,-6,0.01,0.01,-2,NA,NA,NA,0,-87,0,0,0,0,0,21,0,0,27,0,-0.03,-29,-29,-1.09,1.5,-1
"30","404BA0852","404BA0852_6.3.08_1",0.761569763684936,0.833320320014322,0.605611221115573,2008-06-03,-90,0,-0.35,-53,NA,NA,NA,0.43,0,-27,0,0,0,0,0,11.5,0,-3,0.23,-0.8,-2,-7,-0.23,-1.66,-33
"31","404BA0964","404BA0964_6.4.08_1",0.965127302179213,1.06493047262694,0.847402982014425,2008-06-04,-1,0,-0.32,-53,NA,NA,NA,0.22,0,-24.5,0,0,0,0,0,11.5,0,-60,0.09,-0.79,0,-3,0.18,-0.7,-5
"32","404BA1144","404BA1144_6.10.08_1",1.06996531999773,1.09242031839243,1.18947105132827,2008-06-10,-7,0,-0.27,-53,NA,NA,NA,0.73,0,-28,0,0,0,0,0,14.5,0,-57,0.41,-0.8,-2,-4,-0.23,-0.7,-31
"33","404S00808","404S00808_6.22.10_1",0.90333629863453,0.965257217461825,0.620228179067677,2010-06-22,-25,0,0.07,-50,NA,NA,NA,59.2,-2,-27.5,-47,0,0,0,0,7.5,21.5,-82,18.84,-0.28,21,29,0.32,0.2,-63
"34","404S01128","404S01128_6.23.10_1",0.665264356721915,0.732064996005289,0.442909287639437,2010-06-23,-95,0,-0.31,-52,NA,NA,NA,31.66,0,-30.5,-6,0,0,0,0,13.25,0.5,-80,2.29,-0.77,-2,33,0.18,0.2,-54
"35","404S02920","404S02920_5.12.09_1",0.860388787203921,0.905740471948883,0.641953365640911,2009-05-12,-28,0,-0.32,-3,NA,NA,NA,3.75,-1,-29,-31,-1,0,0,0,17.5,11,-16,-1.92,-0.47,25.5,39,-0.15,-0.69,-21
"36","404S03048","404S03048_5.13.09_1",0.791814325412526,0.819301320060456,0.62647568716385,2009-05-13,-27,0,0.05,-1,NA,NA,NA,1.89,-1,-28,-35,0,0,0,0,20.25,11,-57,-2.23,-0.64,-1,-7,-0.23,0.2,-31
"37","404S06456","404S06456_5.14.09_1",0.8654817047501,0.972012410455509,0.722222273320072,2009-05-14,-16,0,0.12,-53,NA,NA,NA,8.77,0,-26.5,0,0,0.5,0,0,25.25,0,-74,0.38,-0.35,-2,32,0.43,-0.7,-34
"38","404S08040","404S08040_5.12.09_1",0.378193568732447,0.46978865757702,0.633473639486505,2009-05-12,-17,0,-0.34,-26,NA,NA,NA,34.87,-1,-58,-50,0,1.5,-1,0,9.75,20.5,-19,-8.79,-0.25,21,27,0.18,-0.44,-17.5
"39","404S08616","404S08616_5.13.09_2",0.728900243172541,0.928908258664161,0.961892928644424,2009-05-13,37.5,0.06,-0.76,-93,NA,NA,NA,53.29,-1,-30,-31,-1,0,-1,0,-24.75,-3,-55,15.14,-0.02,-45,3,0,0.785,9.5
"40","404S08846","404S08846_6.22.10_1",0.791209312582331,0.864276485808981,0.934853446960991,2010-06-22,-22,0,0.13,-8,NA,NA,NA,9.18,0,-32,0,0,0,0,0,38.25,0,-60,-20.38,-0.28,-2,31,-0.15,-0.14,-38
"41","404S11880","404S11880_6.7.11_2",0.558419327312541,0.599550680801368,0.566194496022197,2011-06-07,-32,0,0.33,-14,NA,NA,NA,32.39,0,-33,-1,0,0.5,-1,0,25.5,15.5,-60,5.12,-0.025,-2,39,0.27,-0.7,-14
"42","404S13416","404S13416_6.8.11_1",0.755722191430936,0.777567223204178,0.456935382483366,2011-06-08,-99,0,0.37,-72,NA,NA,NA,33.78,0,-30,-22.5,0,0,-1,0,13.25,5.75,-26,2.42,-0.59,9,23,-0.23,-0.08,-6
"43","404S14952","404S14952_6.15.11_1",0.907533027792182,0.90779658134555,0.551329615929087,2011-06-15,-6,0,0.19,-66,NA,NA,NA,16.55,0,-32,0,0,0,0,-1,21.25,0,-21,0.27,-0.41,-8,1,0.18,-0.68,-12
"44","404S16516","404S16516_5.18.09_1",0.723756051560621,0.699242278017576,0.510376034751525,2009-05-18,-16,0.03,0.45,-33,7,15.275,-19.5,73.59,-7.5,-52,-37.5,-0.5,0,0,-18.75,7.25,19.25,-31,18.35,0,32,57,0.01,4.09,-26
"45","404S17266","404S17266_5.19.09_1",0.812442361073054,0.922358835952698,0.57916871746471,2009-05-19,-90,0,-0.35,-43,NA,NA,NA,31.73,0,-30.5,-9,0,0,0,0,13.25,0,-21,1.51,-0.63,-2,33,0.18,0.2,-46
"46","404S17664","404S17664_5.20.09_1",0.60262426008726,0.779371463857734,0.664757048166839,2009-05-20,-74,0,0.14,-64,NA,NA,NA,14.51,0,-31,0,0,0,0,-1,17.75,0,-74,0.58,-0.57,-2,1,0.18,-0.69,-13
"47","404S22464","404S22464_5.19.09_1",0.728459564003424,0.802282705719157,0.428299911755944,2009-05-19,-13,0,0.22,-71,NA,NA,NA,28.4,0,-31,-1,0,0,0,0,20,0,-9,-5.98,-0.45,-1,31,-0.15,-0.68,-54
"48","404S25668","404S25668_6.23.10_2",0.666605418320789,0.710781474655861,0.485573049009596,2010-06-23,-92,0,0.25,-71,NA,NA,NA,28.57,0,-32,-1,0,0,-1,0,9.25,0,-18,0.64,-0.46,-1,33,-0.19,-0.69,-10
"49","404S26868","404S26868_6.26.12_1",0.623241028610738,0.626479071713201,0.435511825484986,2012-06-26,-11,0,0.31,-67,NA,NA,NA,34.04,0,-34,-1,0,0,0,-21,1.25,0,-76,1.47,-0.74,0,26,0.09,-0.65,-15
"50","404S28068","404S28068_6.20.12_1",0.68052901182696,0.790725608578392,0.611753585112204,2012-06-20,-9,0,0.22,-61,NA,NA,NA,16.75,0,-32,0,0,0,0,-1,21.25,0,-19,0.27,-0.4,-8,2,0.18,-0.68,-13
"51","404S28270","404S28270_6.18.12_1",0.909275646063046,0.919253926098909,0.677229038063257,2012-06-18,-27,0.015,0.12,-4,7,14.05,-19,60.17,-7,-64,-36,-0.5,2,0,-18.75,-6.5,19.75,-34.5,2.955,0,35.5,71.5,0,0.23,-17
"52","404S32468","404S32468_6.26.12_1",0.824569013858224,1.00344850727098,1.06366310474313,2012-06-26,-99,0,-2.07,-72,NA,NA,NA,183.33,0,-44,-1,0,0,0,-1,20.5,0,-22,36.26,-0.42,21,46,-2.97,-0.7,-29
"53","404S34120","404S34120_6.21.12_1",0.91444657063538,0.945784941402551,0.634524717901821,2012-06-21,5,0,-0.01,-7.5,NA,NA,NA,11.59,-4,-222,-35.5,0,0,-2,-7.5,8,11.5,-50,2.29,0,39.5,61.5,0,0.285,-13
"54","404S35270","404S35270_6.20.12_1",0.78285890239181,0.793112103556046,0.506704787265367,2012-06-20,-12,0,0.21,0,NA,NA,NA,26.17,0,-31,-1,0,0,0,-22.5,10.5,0,-77,0.52,-0.34,-1,31,-0.15,-0.7,-15
"55","404S45622","404S45622_6.3.13_2",0.816917679855192,0.968709280349644,0.979262883433023,2013-06-03,-20,0,0.13,-53,NA,NA,NA,8.88,0,-26.5,0,0,0.5,0,0,25.25,0,-56,0.36,-0.34,-1,32,0.09,0.02,-33
"56","408BA0916","408BA0916_5.8.08_1",0.770021836074193,0.772189951234987,0.535579585448933,2008-05-08,162,-0.28,-0.23,-123.5,NA,NA,NA,179.77,-208,-364,-220,3,0,4,18,114,-6,-57.5,222.58,0,162,-52.5,-0.34,1.92,-21
"57","408PS0032","408PS0032_5.21.08_1",0.419302847861815,0.469949185159724,0.583866482811161,2008-05-21,172,-0.57,-0.32,-123,NA,NA,NA,485.1,-214,-363,-222,1,0.5,3,22,121.75,15,-80,312.44,0,154,-42.5,9.485,13.96,24.5
"58","481S05856","481S05856_6.13.13_1",0.804507885181787,1.04926920037699,1.15734007906343,2013-06-13,NA,NA,NA,0,NA,NA,NA,0,-16,0,-91,0,0,1,0,0,0,0,-0.05,0,0,1,0.76,-0.06,-1
"59","722ABSPPC","722ABSPPC_5.20.13_1",0.890949895223727,0.857020479413794,0.579967348964026,2013-05-20,NA,NA,NA,0,NA,NA,NA,0.19,-1,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"60","722PS0535","722PS0535_5.26.09_1",0.951357349311396,0.989988934185609,0.825914404057918,2009-05-26,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0
"61","722PS0611","722PS0611_6.8.10_1",0.450768430182018,0.690212458619473,0.854552491362171,2010-06-08,0,-0.01,-0.01,0,NA,NA,NA,2.18,0,-143,0,0,0,0,0,0,0,0,-0.03,0,0,0,0.165,-0.765,0
"62","801LYC271","801LYC271_6.10.14_1",0.897522274616378,1.04881054720422,1.21288412895938,2014-06-10,-9,-0.005,-0.005,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,-0.06,0,0,-4,0,0,-18
"63","801MIC042","801MIC042_6.9.14_1",0.710587361976341,0.846662089836739,0.740473693706066,2014-06-09,166,-0.705,-0.49,-93,NA,NA,NA,477.63,-16.5,-302,-190.5,-0.5,1,0.5,-48.75,70.5,-3.5,-116,85.24,0,116,-15,-1.23,-1.28,-118
"64","801RB8361","801RB8361_6.12.14_1",0.667389557209886,0.817369804327727,0.746120892579704,2014-06-12,NA,NA,NA,88,NA,NA,NA,1123.55,-1,-258,-260,-1,5,5,6,43,43,NA,NA,NA,NA,NA,NA,NA,-16
"65","801S08727","801S08727_6.5.13_2",0.834397960767642,0.968438939765748,1.09974678045373,2013-06-05,2,0.1,0.1,12,NA,NA,NA,0,-109,0,-244,1,0,0,-22,0,73,12,0,-0.02,0,-2,0,0,2
"66","801SJR159","801SJR159_6.3.14_1",1.04936628944922,1.17184552830656,1.02118359875864,2014-06-03,-31,0,0,-4,NA,NA,NA,5.46,0,-119,0,0,0,0,0,0,0,-7,2.48,0,0,-24,0.39,-0.05,-10
"67","801WE0674","801WE0674_5.14.13_1",1.02767430606031,0.885508675971105,0.626162624086675,2013-05-14,-1,0,0,-7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0
"68","801WE1008","801WE1008_5.14.13_1",1.01526088467598,1.11987485988591,1.09444237868725,2013-05-14,2,0.1,0.1,12,NA,NA,NA,0,-27,0,-301,-1,0,0,30.5,0,100,12,0,-0.02,0,-2,0,0,2
"69","801WE1132","801WE1132_8.19.09_1",1.09484914980728,1.10077242441257,0.888838741220058,2009-08-19,5,0,0,-47,NA,NA,NA,0.05,-30,0,-30,0,0,0,-15.5,0,7,-47,0,0,0,0,0,0,0
"70","802SJR116","802SJR116_6.12.14_1",0.989490070284821,0.917928793613263,0.832027961533864,2014-06-12,125,2.4,5.9,-19.5,NA,NA,NA,370.64,0,-249,0,0,0,0,0,129,0,-38,219.63,0,0,5,-0.23,-5.44,-5
"71","901DCCSMC","901DCCSMC_5.16.11_1",0.935558362052106,0.924628025517457,0.697766155585151,2011-05-16,5,0.05,0.21,-30,NA,NA,NA,2.61,0,-229,0,0,0,0,0,0,0,0,-0.01,0,0,-1,0.13,-0.04,0
"72","901S00313","901S00313_4.30.09_1",0.910131610347115,0.979255008396468,1.08725280375548,2009-04-30,-7,0.01,0.01,-2,0,0.225,0,0,-0.5,0,-83,1.5,0,0,-7.5,0,7,26,0,-0.03,-29,-29,-1.09,-1.3,-8
"73","901S00997","901S00997_5.14.09_1",0.708077852893586,0.775781172127523,0.545078460501286,2009-05-14,-47.5,0.005,0.05,-34,NA,NA,NA,31.73,3,-119,-48,2,0,-2,21,-78,0,-59,2.78,0,73,105,0,-0.02,-35
"74","901S01705","901S01705_5.14.09_1",0.821430245630919,1.10642951136297,1.41677039677614,2009-05-14,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","901S01811","901S01811_5.7.09_1",0.608287087937881,0.795105666411142,0.408484099305205,2009-05-07,-28,0,0.22,-38,2,9.92,-47,128.07,-4,-202.5,-60,-1,-1,0.5,-68,46,2,-32,31.51,0,34,63,0,0.52,-20
"76","901S01849","901S01849_6.1.10_1",1.01083599329542,1.21500568145949,1.41461055895652,2010-06-01,-6,0.01,0.01,-2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,27,0,-0.03,-29,-29,-1.09,1.5,0
"77","901S04409","901S04409_5.19.11_1",0.546689118852535,0.627421459825934,0.573406757763688,2011-05-19,-15,0.01,0.01,-2,0,0.2,-0.5,0,1,0,-81,1,0,0,-10.75,0,7,27,0,-0.03,-29,-28,-1.09,-1.3,-8
"78","901S06851","901S06851_5.19.11_1",0.523741639068289,0.641971579643983,0.547376031169947,2011-05-19,-69,0,-0.06,11.5,NA,NA,NA,101.95,-4,-43,-45,2,0,0,-76,-30,-53,-33,16.065,0,39.5,98.5,0,-0.74,-25.5
"79","901S06969","901S06969_5.31.12_1",1.07336929582948,1.10829437721911,1.04291366594459,2012-05-31,-6,0.01,0.01,-2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,27,0,-0.03,-29,-29,-1.09,1.5,-1
"80","902S01097","902S01097_5.11.09_1",0.806492534680651,0.839934740473913,0.414603968249555,2009-05-11,-9,0.005,-0.005,-6,NA,NA,NA,3.7,0,-1,0,0,0,0,0,0,0,-72,2.855,0,0,-2,-0.13,-0.3,-15
"81","903WE0798","903WE0798_4.8.15_1",1.13974650786106,1.18059298563207,1.31036749450687,2015-04-08,0,0,0,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","903WE0900","903WE0900_4.8.15_1",0.957280533052948,0.978486847929198,1.04283553741487,2015-04-08,0,0,0,0,0,-0.11,0,-0.01,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0
"83","905S02561","905S02561_5.25.11_1",0.665988853043533,0.762521085900233,0.602767990313072,2011-05-25,-29,0.01,0.01,-2,0,0.16,0,0,0,0,0,0,0,0,0,0,0,-2,0,-0.03,0,0,0.01,1.5,-8
"84","905WE0679","905WE0679_3.27.15_1",0.923201715349723,1.07059918323263,1.00968142001624,2015-03-27,-22,0.01,0.01,-2,-1,0.22,-3,0,0,0,-8,0,0,1,0,0,-9.5,-2,0,-0.03,0,0,-1.09,1.5,-8
"85","907S00577","907S00577_5.12.09_1",0.945141494236008,1.09885447565923,1.1518419582674,2009-05-12,-49,0,-0.34,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-0.57,-3.3,-42
"86","907S01418","907S01418_5.12.09_1",0.941838241428326,1.15772882942102,1.29521681140734,2009-05-12,0,0,0,0,NA,NA,NA,0.58,0,0,0.5,0,0,0.5,0,0,-14.75,0,0,0,0,-48,0,0,0
"87","907S01434","907S01434_5.13.09_1",1.16470321566303,1.24526238895606,1.07230899862654,2009-05-13,-4,0.01,0.01,-2,0,0.22,0,0,-88,0,-88,0,0,0,21,0,21.5,-2,0,-0.03,0,0,0.01,1.5,0
