"","StationID","sample_id","asci_d","asci_h","asci_s","sampledate","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"88","907S01610","907S01610_5.31.10_1",1.03883362202479,1.03899087174857,1.0699474126732,2010-05-31,0,-0.01,-0.02,0,NA,NA,NA,0.86,0,-2,0,0,0,0,0,-223,0,0,-0.02,0,0,0,-0.09,-0.01,0
"89","907S03210","907S03210_5.18.11_2",0.990053082865461,0.986072525647093,1.07588319551353,2011-05-18,NA,NA,NA,NA,NA,NA,NA,0,-361,0,0,1,0,0,162,0,0,NA,0,NA,0,NA,NA,NA,NA
"90","907S03786","907S03786_5.30.12_1",0.806386640920411,0.846880511222289,0.602157819007501,2012-05-30,-7,0.01,0.01,-2,-1,0.21,0,0,-88,0,-88,0,0,0,21,0,21.5,-2,0,-0.03,0,0,0.01,1.5,-8
"91","911S00538","911S00538_5.5.09_1",1.03949151993503,1.24424017216398,1.34086019193802,2009-05-05,0,-0.19,-0.03,-5,0,10.615,-2,5.62,-17,0,-17,0,0,0,-16,0,0,-0.5,0.65,0,-1,-0.5,-0.085,0.15,-1
"92","911S00858","911S00858_5.31.10_1",0.867913167267727,0.930729660412466,1.12102289326532,2010-05-31,NA,NA,NA,0,NA,NA,NA,0,-363,0,0,1,0,0,162,0,0,0,0,0,0,-7,0,0,7
"93","911S01142","911S01142_5.24.11_1",0.915244492227677,0.948031296028741,1.00519187935581,2011-05-24,-1.5,-0.065,-0.03,-41,NA,NA,NA,13.29,0,-185,-12,0,0,0,0,55,0,-38,0.475,0,-3,-0.5,-0.05,-0.335,-12
"94","911S01818","911S01818_5.6.09_2",0.998936837925768,0.831208123571377,0.654082632190679,2009-05-06,-23,-0.02,0,-15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,-0.62,0,-25
"95","911S02058","911S02058_5.5.09_1",0.985196805876456,0.973727161927362,0.870598298200153,2009-05-05,-1,-0.06,-0.02,-2,NA,NA,NA,8.65,-1,-18,-11,0,0,0,0,0,-0.5,-2,0.27,0,-1,-3,-0.05,0.02,-0.5
"96","911S03354","911S03354_5.5.09_1",1.05742860660452,1.05458835526178,0.865523013684002,2009-05-05,NA,NA,NA,0,NA,NA,NA,0,-364,0,-362,0,0,1,144,0,149,0,0,0,0,6,0,0.44,-6
"97","911S04086","911S04086_5.6.09_2",0.770399987562743,0.749181738857226,0.580405196603311,2009-05-06,-15,-0.04,-0.22,-1,NA,NA,NA,4.56,-1,-254,-6,0,0,0,0,-1,0,0,-1.24,0,-1,0.5,-0.045,-0.125,-4
"98","SGUT503","SGUT503_5.8.09_1",0.955590343744728,1.04285464109601,0.701451639445116,2009-05-08,-0.5,-0.005,-0.005,0,NA,NA,NA,0,0.5,0,0,0,0,0,-0.5,0,0,0,-0.015,0,0,0,-0.01,0.16,-1
"99","SMC00105","SMC00105_5.22.14_1",1.10033020058725,1.13686432769899,0.963350793615104,2014-05-22,NA,NA,NA,-9,NA,NA,NA,0,0,0,-30,0,0,1,0,0,-5.5,-9,0.04,0,0,-11,0,0.03,0
"100","SMC00135","SMC00135_6.7.10_1",0.776865487882761,0.68608197793259,0.521766560963995,2010-06-07,3,0,0,-14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
"101","SMC00198","SMC00198_7.9.14_2",0.80305034384295,0.872475891499767,0.857832746657152,2014-07-09,-10,-0.86,-1.27,-15,1,21.8,-9,160.43,-1,-355,-5,0,1,-1,-1,125.5,-9.25,0.5,77.27,0,47,48.5,-0.49,-0.765,-27
"102","SMC00282","SMC00282_6.9.09_2",1.11358106167646,1.06809968252717,0.886074299260627,2009-06-09,-0.5,0,-0.005,0,NA,NA,NA,0.38,-0.5,-47,0,0,0,0,0,0,0,-1,-0.01,0,0,1,0,-0.345,-1
"103","SMC00288","SMC00288_6.4.14_1",0.924545976254754,0.889209305944563,0.711512399052963,2014-06-04,-25.5,0,-0.005,-37,NA,NA,NA,3.28,0,-23,-4,0,1.5,-1,0,-0.75,0,-39,-0.31,0,42,47.5,0,0.025,-4.5
"104","SMC00318","SMC00318_6.15.10_1",0.640245475494223,0.766677909681255,0.786127686788842,2010-06-15,-10.5,-12.17,-18.355,-32.5,NA,NA,NA,4837.7,-1,-25,0,0,0,0,0,-7,0,-12,1547.37,-0.03,33,41,-8.28,-11.45,-16
"105","SMC00382","SMC00382_6.23.09_1",0.594899258685758,0.622218238285595,0.434921842417634,2009-06-23,6,0,0.005,-28.5,NA,NA,NA,8.96,-91,-28,-33,7,-1,-1,47,7,-20.5,-63.5,2.135,0,37,52,0,0.03,-7
"106","SMC00428","SMC00428_7.22.10_1",0.631516226525879,0.68440099745525,0.776750119126872,2010-07-22,-7,0,0.01,1,-4,-0.97,-44,0.92,0,-120,-111,0,0,0,0,46,49,-4,0.55,0,-13,-14,0,0.2,-4
"107","SMC00436","SMC00436_5.26.09_1",0.757761593543978,0.752679186290404,0.443563292331909,2009-05-26,-19.5,-6.675,-3.945,-1.5,0,-13.51,-26,2257.62,-1,-28,0,0,0,0,0,11,0,15,947.45,-0.04,29,18,-4.77,-15.97,-9
"108","SMC00464","SMC00464_6.4.14_1",1.04623057680288,0.912267384504134,0.619570424122703,2014-06-04,-1,0,0,-2,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,-0.5,-0.02,0,0,0,0,0,0
"109","SMC00476","SMC00476_6.8.09_1",0.923668318533922,0.976766376762853,0.946826317942179,2009-06-08,-1,0,0.87,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,-27,0,0,0
"110","SMC00479","SMC00479_7.13.11_2",0.579925878194675,0.621832067042874,0.753000923195106,2011-07-13,29,0,0.03,-32.5,-4,14.25,-6,13.36,0,-28.5,-10.5,0,0,-1.5,-0.5,-0.5,-12.25,-34.5,9.135,0,-10,15,0,-0.08,-6.5
"111","SMC00480","SMC00480_5.13.09_2",0.910308274213841,0.997113028554266,0.73175742551554,2009-05-13,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,-15,0,0,0,0,0,0,0.02,0
"112","SMC00520","SMC00520_6.25.14_1",1.05552605503263,1.05976269010974,0.791859562103344,2014-06-25,-5,-0.13,-0.51,-1,0,4.98,-1,3.57,0,-5,0,0,0,0,0,0,0,0,-0.08,0,0,0,-0.01,-0.14,-1
"113","SMC00544","SMC00544_6.22.11_1",0.847945331199099,0.815964616326668,0.77416909925456,2011-06-22,-2,0,0,0,-9,-0.07,0,0.02,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2
"114","SMC00608","SMC00608_6.27.11_1",0.838394233369554,0.84990363806511,0.880839724291856,2011-06-27,-66,-0.01,-0.54,-9.5,-2.5,55.31,-0.5,75.17,-16,-1,0,0,-1,0,-4.25,0,0,-21,15.545,0,-16,10.5,0.015,-0.64,-2.5
"115","SMC00632","SMC00632_6.13.11_2",0.68990199649865,0.741559187974634,0.652667007945185,2011-06-13,1.5,0,-0.2,-12.5,7.5,0.135,-20.5,7.58,0,-4,0,0,0,0,0,0,0,-28,1.695,0,14.5,20.5,0,-0.01,-17
"116","SMC00684","SMC00684_6.27.11_1",0.861830584197613,0.893748771148643,0.697107184439872,2011-06-27,-20,0,-0.99,-21,-5,35.62,-29,96.33,-70,-13.5,-43,5,0,0,26.5,6.25,1,-63,14.8,0,42,63.5,-0.045,-0.84,-13.5
"117","SMC00710","SMC00710_5.20.09_1",0.764970908538783,0.828955134661709,0.568546276289704,2009-05-20,-118.5,-0.005,-0.37,24,1,104.69,-7,89.25,-24,-360.5,-40,2,2,0,-21.5,124.5,-1,-38.5,87.5,0,75,114,0,-0.035,-33
"118","SMC00748","SMC00748_6.21.11_1",0.703823885914651,0.731813030449814,0.635862032279733,2011-06-21,-60,0.05,-0.58,-15,-8,81.22,-26,323.34,-21,-30,-1,1,-1,0,-4,-46,0,-45,25.82,0,31,-5,-1.03,0.45,-11
"119","SMC00827","SMC00827_6.15.09_1",0.899930991908805,0.995707112560849,0.902166294752218,2009-06-15,0,-0.01,-0.04,0,0,4.925,0,3.47,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.2,0
"120","SMC00873","SMC00873_6.10.14_1",0.988493896618137,1.05257509229275,0.623268078978219,2014-06-10,-16,0,0.09,-6,2,8.24,-47,47.54,-0.5,-77,-1.5,0,0,-0.5,0,17,0,-37,11.68,0,35,70,0,-0.93,-92
"121","SMC00899","SMC00899_7.12.11_1",0.67965147925043,0.72837597439637,0.73834912761585,2011-07-12,120.5,-0.225,-0.215,-65.5,NA,NA,NA,75.26,-121,-359,-206,0,1.5,0.5,-64,90.5,-33,-83,19.97,0,85,92,-0.24,-0.26,15
"122","SMC00911","SMC00911_6.4.09_1",1.05505210065765,1.08454751324586,0.833060513733309,2009-06-04,0,0,0,0,0,0.51,0,0.46,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,-0.02,0
"123","SMC00924","SMC00924_6.9.09_1",0.898362348375382,0.929619749453269,0.612046150194917,2009-06-09,-8,0,0.01,-2,-3.5,0.305,0,2.14,0,-117.5,-112,0,0,0,0,10.5,23.5,-17,0.36,-0.04,17,17,0.12,0.06,-4
"124","SMC00958","SMC00958_7.19.11_1",0.67146245702737,0.814076459023214,0.913325977078916,2011-07-19,-31,0,0.07,-24,NA,NA,NA,80.14,0,-35,-11,0,0,-0.5,0,-0.5,-10.75,-51.5,29.34,0,38,60,0,-0.985,-31.5
"125","SMC01040","SMC01040_6.9.09_1",1.05658205783142,1.08249781678543,0.909971070479402,2009-06-09,0,-0.01,-0.02,0,-0.5,-0.215,-1,-0.06,-0.5,0,0,0,0,0,0,0,0,-1,-0.14,0,0,0,-0.03,-0.04,0
"126","SMC01046","SMC01046_5.21.09_1",0.868931699586731,0.959164076870717,1.10098517949189,2009-05-21,-33,-0.99,0.42,-5,-1,0.59,-34,84.07,-7,-57,-24,-1,0.5,0,0,-6.25,0,-8.5,14.01,0,8.5,18.5,2.325,0.785,-20
"127","SMC01096","SMC01096_6.7.10_2",0.779883823711368,0.76314901599103,0.547363277806015,2010-06-07,-1,-0.04,0,-1,0,5.75,-1,3.54,0,-4,0,0,0,0,0,0,0,-1,-0.07,0,0,0,-0.12,-0.05,-1
"128","SMC01155","SMC01155_5.12.09_1",0.760249926569419,0.799937416250231,0.854904924801747,2009-05-12,-1,0,0.02,-1,0,0.01,-1,-0.01,0,0,0,0,0,0,0,0,0,-1,-0.04,0,0,0,0,-0.105,-1
"129","SMC01161","SMC01161_5.27.10_1",0.705541104910127,0.803758547762029,0.516806244333783,2010-05-27,-0.5,0.01,-0.005,-64,NA,NA,NA,2.86,0,0,0,0,0,0,0,0,0,-47,4.01,0,0,-1,0,-0.01,-15
"130","SMC01196","SMC01196_7.14.10_1",0.743664472121911,0.756204344121424,0.513868273513703,2010-07-14,NA,NA,NA,-1,NA,NA,NA,0,-1,0,0,0,0,0,0,0,0,-0.5,-0.03,0,0,-3,0,0.05,3
"131","SMC01208","SMC01208_6.8.10_1",0.757187793130469,0.727193860956016,0.509239003616033,2010-06-08,-4.5,0.195,2.005,-18.5,4,78.4,-37.5,846.09,0,-28,0,0,0,0,0,0,0,-109,133.48,0,42,65,-1.18,0.02,-18
"132","SMC01215","SMC01215_7.13.11_1",0.648072048019417,0.629770843389088,0.544717511870062,2011-07-13,0.5,3.87,5.465,-4,1,622.155,0,462.83,0,0,0,0,0,0,0,0,0,-4,238.48,0,0,0,0.18,-9.9,-1
"133","SMC01248","SMC01248_7.26.11_1",0.87304277413387,0.880072894445038,0.860201465878339,2011-07-26,0,0,0,0,NA,NA,NA,0.75,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
"134","SMC01257","SMC01257_6.16.11_1",0.724407967785592,0.652887400254996,0.805260510359584,2011-06-16,-7,0,0.06,-13.5,-5,8.4,-47,47.07,-1,-66,-0.5,-1,0,-0.5,0,16,0,-63,15.9,0,45.5,59,0,-3.02,-91
"135","SMC01260","SMC01260_7.16.12_1",0.803720075740531,0.846139379129629,0.868814371472167,2012-07-16,0,-3.43,-4.41,-142,0,-96.74,-27,879.39,-0.5,-1,0,0,-1,0,0,-0.25,0,-1.5,352.28,-0.01,10,16.5,-2.34,-6.27,-5
"136","SMC01320","SMC01320_6.7.10_1",0.842953536202074,0.804590251501764,0.484230975498317,2010-06-07,-2,-0.07,-0.035,0,1,2.72,0,0.28,-0.5,0,-4,0,0,0,-0.25,0,0,-1,-0.81,0,0,0,-0.09,-0.06,0
"137","SMC01358","SMC01358_6.21.11_1",0.756087299020959,0.827357678056549,1.06083440057051,2011-06-21,-52,0,-0.01,-27,NA,NA,NA,15.32,0,-30,-16,0,1,-2.5,0,6.5,-24.75,-91.5,3.08,0,44.5,82.5,0,0.02,-37
"138","SMC01413","SMC01413_7.9.12_2",1.01457745871278,1.07514190212594,1.05699433138617,2012-07-09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","SMC01424","SMC01424_7.1.09_1",0.940304153969935,0.995531793524775,0.756900216060499,2009-07-01,0,-0.015,-0.015,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.01,0
"140","SMC01452","SMC01452_7.15.10_1",0.656018127298068,0.675582922745924,0.665154352253006,2010-07-15,NA,NA,NA,-19,NA,NA,NA,7.74,-56.5,-43,-65,4.5,0,3.5,7,11,2.5,-54.5,1.31,0,37.5,41,-0.08,-0.18,-10
"141","SMC01454","SMC01454_7.16.12_2",0.954503383622548,0.967313380808069,1.01103216548417,2012-07-16,-7.5,0,-0.035,-9.5,-9,9.5,-28,56.71,-0.5,-29.5,0,-0.5,0,0,0.5,0,0,-56.5,9.315,0,41,52.5,0,-0.08,-10.5
"142","SMC01504","SMC01504_6.28.11_2",0.882911077552599,1.04083631100267,1.20301652218848,2011-06-28,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","SMC01544","SMC01544_7.14.10_1",0.696025260701394,0.871399923651783,0.893886294564104,2010-07-14,-2,-0.07,-0.11,0,1,2.75,0,0.29,-1.5,-2,-1.5,0,0,-0.5,0,0,-57.5,0,-0.81,0,0,0,-0.09,-0.09,-1
"144","SMC01567","SMC01567_6.9.10_1",0.848542095548107,0.91159848177224,1.20834231112785,2010-06-09,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","SMC01606","SMC01606_5.26.09_1",0.692436292962612,0.761005330850016,0.48872445515565,2009-05-26,163.5,-0.03,0.115,-168.5,1,50.51,-8,27.34,-18,-361,-75,1,0,0.5,1.25,129,36.25,-8.5,34.885,0,133,77.5,-0.98,-0.65,-27
"146","SMC01656","SMC01656_6.6.12_1",0.568295736100572,0.687713213832937,0.73000449865214,2012-06-06,3.5,0,0.08,-20,-3.5,0.775,-33,21.56,0,-21,0,0,0,0,0,0,0,-90,3.16,0,-4,12,0,0.125,-8.5
"147","SMC01662","SMC01662_7.9.12_1",0.634672646958127,0.674876816983828,0.763940795737118,2012-07-09,-33.5,-0.01,-0.025,-29,-19,5.08,-30,139.59,0,-30.5,0,0,0.5,0,0,0.5,-19.5,-74.5,33.875,0,35.5,59,0,-1.855,-90
"148","SMC01692","SMC01692_6.20.11_1",0.605148784783245,0.736055319887879,0.444912595906056,2011-06-20,NA,NA,NA,0,NA,NA,NA,0,0.5,0,-340,0,0,4.5,0,0,154.25,0,0,0,0,4,0,0,-4
"149","SMC01694","SMC01694_6.28.10_1",0.907200707532355,0.986257560324414,0.924698040035038,2010-06-28,-19,0,-0.32,-66,NA,NA,NA,53.59,0,-39,-47,0,1.5,1,0,16.75,16,-12,1.39,0.015,-3,20,0.18,-0.7,-44
"150","SMC01726","SMC01726_6.30.10_1",0.599513909498792,0.732077181468783,1.11441507980678,2010-06-30,-4,-1.38,-8.45,-185,NA,NA,NA,667.48,0,-11,0,0,-1,0,-1,-0.5,0,-0.5,197.96,-0.025,33,28,-1.095,-2.185,-12
"151","SMC01748","SMC01748_6.3.09_1",0.753659463691815,0.724776194973547,0.601898622481856,2009-06-03,2,0.33,3.2,-7.5,-1.5,80.21,-38,268.21,-7.5,-80,-14,0.5,0,0,2,-43.5,7.5,-34.5,111.29,0,19.5,34,0.03,28.04,-13
"152","SMC01772","SMC01772_7.11.12_1",0.595695147775313,0.649218387038254,0.686483836121705,2012-07-11,13,0,-0.05,-15.5,1,1.71,-13,5.43,-26,-42,-42,0,0,0,-0.25,-0.25,1,-47.5,0.9,0,33.5,42,0,0.03,-52
"153","SMC01808","SMC01808_6.13.11_1",1.1746419880645,1.01880059130648,0.647716669274579,2011-06-13,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.005,0
"154","SMC01860","SMC01860_5.28.09_1",0.677544074620638,0.730735642467281,0.594440552372777,2009-05-28,149,-0.2,-0.23,-123.5,NA,NA,NA,252.53,-207,-362.5,-212,3,0,4,18,128.5,-6,-51,243.75,0,162,-54,-0.355,1.645,20
"155","SMC01912","SMC01912_7.12.12_1",0.784830414552132,0.805606650105876,0.908451931929792,2012-07-12,62,0,0.01,-37,NA,NA,NA,5.21,0,-13,0,0,0.5,0,0,-1.75,-59,-81,-0.12,0,53,43,0,-0.07,15
"156","SMC01934","SMC01934_6.15.12_1",0.81703279700362,0.874872751592612,0.999379949840657,2012-06-15,-13,1.315,23.435,-12,NA,NA,NA,240.68,-22,-192.5,-25,0,5,-1,0,2.5,0,-50,-95.25,0,43,81,20.79,54.46,-3
"157","SMC01960","SMC01960_6.23.10_1",0.641554353016455,0.632717706278211,0.409912878459186,2010-06-23,-86,0,0.64,-26,NA,NA,NA,115.98,0,-46,-6,0,2.5,0,0,15.75,-1,-45,15.26,0,30,-2,0,-2.72,-19
"158","SMC01987","SMC01987_6.15.12_2",0.762332273928096,0.868679973985033,0.874845606941362,2012-06-15,-61.5,0.005,-0.275,15,1,2.41,-28,94.75,-10,-175.5,-67,1,1,1,-10.75,46,-35,-13,8.99,0,35,115,0,0.12,-41
"159","SMC01990","SMC01990_7.8.14_1",0.8187730422623,0.9336125858724,1.14823739634355,2014-07-08,73,-1.48,-0.705,18.5,0,25.35,-8,30.11,-10.5,-359,-7,0,0,0,12.5,98,-0.25,-5.5,36.035,-0.005,46,75,-0.315,-0.39,-28
"160","SMC02028","SMC02028_7.12.12_1",0.703261418697267,0.792407722797559,0.765447720739515,2012-07-12,-26,0.225,0.585,-8,0,-0.54,-59,59.63,-17.5,-9,-35,1,0,0,5.25,-31.5,0,-12.5,30.55,0,14,26,-1.85,-0.405,-22
"161","SMC02075","SMC02075_7.17.12_1",0.978185518493584,1.17190311080409,1.11396551952871,2012-07-17,0,0,0,-2,NA,NA,NA,0.1,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0
"162","SMC02088","SMC02088_6.14.11_1",0.787469784900835,0.773748523725753,0.914060964332321,2011-06-14,10,0,0,-44,1,9.39,3,7.8,0,-120,-119,0,0,-1,0,33.25,42,-12,4.71,-0.04,-15,-51,0,0.2,-3
"163","SMC02092","SMC02092_6.14.11_1",0.82472705381548,0.971728626184443,0.840538979006728,2011-06-14,NA,NA,NA,0,NA,NA,NA,0,0,0,0.5,0,0,0,0,0,-0.5,-1,-0.005,0,0,0,0,0,-1
"164","SMC02139","SMC02139_7.17.12_1",0.944361873429535,1.04935947101364,1.03498736456118,2012-07-17,0,0,0,-2,NA,NA,NA,0.03,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","SMC02206","SMC02206_7.19.11_1",0.53875491814753,0.631401906811726,0.621035986290917,2011-07-19,-20.5,0,-0.07,-9,-9,16.59,-28,28.12,-19,-43,-70.5,0,-1,1,-1,-37.5,20.75,-35.5,10.275,0,34.5,52,-0.02,-0.995,-18.5
"166","SMC02228","SMC02228_6.23.09_1",0.642747423073889,0.772655471780608,0.601530220850514,2009-06-23,-4.5,-8.71,-13.895,11.5,0,-2294.04,-9,4471.13,-1,-2.5,0,-1,0,0,0,0,0,10,987.72,-0.1,-1,-25,-7.84,-27.16,-6
"167","SMC02270","SMC02270_6.30.10_1",0.757795837430229,0.736131189134834,0.421335073999163,2010-06-30,-35,0,0.01,18.5,NA,NA,NA,0.46,0,-353,0,0,5,0,0,96.5,0,-30.5,0.365,0,40.5,31.5,0.015,0.065,15
"168","SMC02302","SMC02302_7.15.13_1",0.826969588125352,0.904257191898038,0.839976322279397,2013-07-15,-7,0.005,0.5,15,NA,NA,NA,101.7,-60,-286.5,-23,5,-1,1,42,34.25,-74.5,-43,62.66,0,43,64,0,-1.6,-60
"169","SMC02436","SMC02436_5.28.09_1",0.643837952060089,0.678464347787106,0.572710981052251,2009-05-28,161.5,-0.215,-0.14,-110.5,NA,NA,NA,310.35,-211,-363,-216,1,0.5,5,21.5,121.75,17.5,-85,117.37,0,162,-42,5.905,4.165,16
"170","SMC02536","SMC02536_6.29.11_1",0.462401393992546,0.580878784364916,0.936358516733933,2011-06-29,-95,0,-0.33,-12,NA,NA,NA,20.31,0,-30.5,-2,0,0,0,-0.5,11.25,0,-65,2.06,-0.01,-1,-11,0.2,-0.7,-43
"171","SMC02568","SMC02568_6.12.12_1",1.04773758707826,0.996851663293226,0.845311581254869,2012-06-12,-10,0.01,0.015,-2,NA,NA,NA,0,0,0,3.5,0,0,1,0,0,-10,0,0,-0.03,0,0,0.01,1.5,-8
"172","SMC02591","SMC02591_7.21.11_1",0.998283466322228,1.05778277620568,0.757273193870783,2011-07-21,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","SMC02622","SMC02622_6.15.10_1",0.615664225985189,0.706881430761936,0.700252012736579,2010-06-15,-66.5,-5.855,-10.55,10,NA,NA,NA,1880.9,0,-4,-1.5,0,0,-0.5,-1.5,-3.25,-1.5,8.5,942.06,-0.03,40,55,-3.66,-4.48,-76
