"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"69","SMC01454","SMC01454_41106_BMI_RWB_2","7/16/12",2,0.694017063,0.03,0.810956433,0.16,0.577077692,0.01,-8.8,0.009,-0.072,-5.71428571428571,-9,-8.77666666666667,-30.6666666666667,56.71,-0.5,-39.5,0.25,-0.5,0.625,0.25,0.5,11.9375,-7.625,-49.8571428571429,-0.507142857142856,0.00142857142857143,44.1428571428571,57.3571428571429,-0.172142857142857,0.0607142857142857,-13.2142857142857
"70","SMC01504","SMC01504_40722_BMI_RWB_1","6/28/11",1,0.904233718,0.28,0.90734173,0.31,0.901125706,0.29,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","SMC01544","SMC01544_40373_BMI_RWB_1","7/14/10",1,0.799508611,0.11,0.900984067,0.3,0.698033155,0.05,-0.833333333333333,-0.0216666666666667,-0.0158333333333333,-0.0666666666666667,1,2.75,0,0.29,-1.5,-0.7,-1.75,0,0,-0.5,0,-0.05,-13.625,1.83333333333333,0.583157894736842,0,-1.27777777777778,-0.692307692307692,-0.693846153846154,-0.589230769230769,-0.875
"72","SMC01550","SMC01550_39989_BMI_RWB_1","6/25/09",1,0.641042929,0.01,0.647990348,0.03,0.634095509,0.02,-3.34782608695652,0.000869565217391304,0.204347826086957,-10,NA,NA,NA,0.11,0,-16.25,0.2,0,0.583333333333333,0,0,10.8333333333333,-0.2,-9.21739130434783,0.469565217391304,-0.440434782608696,-0.782608695652174,12.8260869565217,0.11304347826087,0.302173913043478,-13.6086956521739
"73","SMC01567","SMC01567_40338_BMI_RWB_1","6/9/10",1,0.658765169,0.02,0.953862683,0.4,0.363667656,0,-0.111111111111111,0,0,-0.238095238095238,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.00772727272727273,-0.000833333333333333,0.772727272727273,0,0.0145454545454545,0.0127272727272727,0
"74","SMC01606","SMC01606_39959_BMI_RWB_1","5/26/09",1,0.688425845,0.03,0.865521978,0.24,0.511329712,0,163.5,-0.03,0.115,-124.166666666667,1,50.51,-8,27.34,-18,-313.333333333333,-98.75,1,3,1,1.25,132.055555555556,89.875,-8.5,44.2983333333333,0,131.2,77.5,-0.98,-0.65,-25
"75","SMC01640","SMC01640_39993_BMI_RWB_1","6/29/09",1,0.357048831,0,0.330126871,0,0.38397079,0,NA,NA,NA,NA,NA,NA,NA,0,-361.333333333333,0,0,0,0,0,148.333333333333,0,0,NA,1.76695652173913,NA,20.0869565217391,NA,NA,NA,NA
"76","SMC01656","SMC01656_41066_BMI_RWB_1","6/6/12",1,0.686240789,0.03,0.835844727,0.19,0.53663685,0,5.07142857142857,0.0107142857142857,0.01,-14.5,-0.25,1.46,-32.75,21.56,0,-9.27272727272727,-0.25,0,-0.0909090909090909,0,0,4.63636363636364,0.25,-36.5,8.47111111111111,0,22,29.1111111111111,-0.0544444444444444,-0.219444444444444,-7.11111111111111
"77","SMC01662","SMC01662_41099_BMI_RWB_1","7/9/12",1,0.578502378,0,0.699027832,0.06,0.457976923,0,-19.9,0.005,-1.12,-18.1428571428571,-19,5.08,-30,139.59,0,-41.375,0.333333333333333,0,0.75,0.333333333333333,0,9.4375,-6.5,-55.2142857142857,40.71,0,37.0714285714286,64.8571428571429,-0.340714285714286,-2.95571428571429,-27.7857142857143
"78","SMC01692","SMC01692_40714_BMI_RWB_1","6/20/11",1,0.812922676,0.12,1.003022127,0.51,0.622823226,0.02,NA,NA,NA,0,NA,NA,NA,0,0.5,0,-340.5,0,0,4.25,0,0,168.875,0,0.828421052631579,0,8.05263157894737,3.66666666666667,0,-0.0833333333333333,-3.66666666666667
"79","SMC01694","SMC01694_40357_BMI_RWB_1","6/28/10",1,0.388297325,0,0.358334771,0,0.418259879,0,-20.7391304347826,0.00173913043478261,0.124782608695652,10.5217391304348,NA,NA,NA,53.59,0,-30.75,-45,0,1.75,1.4,0,22.5833333333333,11,-8,20.9539130434783,0.0604545454545455,18.5217391304348,28.6521739130435,0.292173913043478,0.740434782608696,-10.1304347826087
"80","SMC01726","SMC01726_40359_BMI_RWB_1","6/30/10",1,0.588948765,0.01,0.668371896,0.04,0.509525634,0,8,-1.74733333333333,-2.466,-23.0909090909091,NA,NA,NA,667.48,0.333333333333333,-3.63636363636364,-0.25,0.333333333333333,-0.0909090909090909,-0.25,-0.333333333333333,-10.8636363636364,7.5,23.125,294.79347826087,-0.0225,69.6521739130435,34.75,-1.310625,-6.160625,-19.3125
"81","SMC01748","SMC01748_39967_BMI_RWB_1","6/3/09",1,0.711801082,0.04,0.843264207,0.21,0.580337956,0.01,-4.85714285714286,0.298571428571429,3.22285714285714,-8.21428571428571,-1.5,80.21,-38,268.21,-7.5,-48.3636363636364,-22.3333333333333,0.5,1.54545454545455,0.333333333333333,2,5.72727272727273,22.5,-29.7142857142857,111.059285714286,0,21.5,41.7857142857143,4.32428571428571,24.6478571428571,-20.2857142857143
"82","SMC01772","SMC01772_41101_BMI_RWB_1","7/11/12",1,0.596048426,0.01,0.673523331,0.04,0.518573522,0,6.4,0,-0.026,-10.5833333333333,1,1.71,-13,5.43,-26,-39.375,-35.6666666666667,0,1.25,0.333333333333333,-0.25,-1,7.16666666666667,-43.6666666666667,2.4775,0.000833333333333333,33.0833333333333,43.2727272727273,-0.0309090909090909,-0.0236363636363636,-7.09090909090909
"83","SMC01808","SMC01808_40707_BMI_RWB_1","6/13/11",1,0.812240229,0.12,0.934783777,0.37,0.689696681,0.04,0.125,0,0,-0.307692307692308,NA,NA,NA,0,0,0.769230769230769,0,0,0.230769230769231,0,0,-0.384615384615385,0,-0.5,0.31,0,10.0555555555556,0,0.0283333333333333,0.0233333333333333,0.0833333333333333
"84","SMC01860","SMC01860_39961_BMI_RWB_1","5/28/09",1,0.576501537,0,0.643112823,0.03,0.509890251,0,163.2,-0.298,-0.272,-93.125,NA,NA,NA,252.53,-207,-361.125,-212,3,1.5,4,18,140.1875,-6,-51,203.473333333333,0,91.3333333333333,-54,-0.355,1.645,13.3333333333333
"85","SMC01912","SMC01912_41102_BMI_RWB_1","7/12/12",1,0.409708088,0,0.431699651,0,0.387716525,0,53.3333333333333,0,0.0166666666666667,-30.8888888888889,NA,NA,NA,5.21,0,-18.3,0,0,0.6,0,0,-7.15,-19.6666666666667,-78,0.0877777777777777,0.00333333333333333,47.1111111111111,40,-0.0211111111111111,-0.181111111111111,7.11111111111111
"86","SMC01934","SMC01934_41075_BMI_RWB_1","6/15/12",1,0.562595219,0,0.67890659,0.05,0.446283848,0,-13,1.315,23.435,6.28571428571429,NA,NA,NA,240.68,-22,-182.625,-21,0,5,-0.333333333333333,0,48.4375,-14.3333333333333,-42.8571428571429,-53.7528571428571,0,49.1428571428571,66,30.1771428571429,47.4114285714286,-16.8571428571429
"87","SMC01960","SMC01960_40352_BMI_RWB_1","6/23/10",1,0.482040341,0,0.474645402,0,0.48943528,0,-10.4444444444444,0.115555555555556,0.945555555555556,-8.6,NA,NA,NA,115.98,0,-39.9,-4.6,0,2.6,-0.2,6.66666666666667,18.35,-20.5,-36.8,7.896,0,28.2,42.3333333333333,0.26,-0.681333333333333,-14.1333333333333
"88","SMC01987","SMC01987_41075_BMI_RWB_2","6/15/12",2,0.657233154,0.02,0.831100835,0.19,0.483365473,0,-71.75,0.01,-0.615,4.66666666666667,1,2.41,-28,94.75,-10,-198.4,-64.6666666666667,1,1.8,1,-10.75,42.9,-24,-41.5555555555556,32.4711111111111,0,46.2222222222222,93,0.0366666666666667,-2.19888888888889,-46.7777777777778
"89","SMC01990","SMC01990_39954_BMI_RWB_1","5/21/09",1,0.607291967,0.01,0.676875129,0.04,0.537708806,0,73,-1.48,-0.705,-31.1666666666667,0,25.35,-8,30.11,-10.5,-319.666666666667,-11.25,0,3.44444444444444,0.5,12.5,102.888888888889,-14.75,-1.25,39.1066666666667,-0.0125,86.8,84.25,-0.3025,-0.34,-28.2
"90","SMC02028","SMC02028_41102_BMI_RWB_1","7/12/12",1,0.670937641,0.02,0.811309397,0.16,0.530565885,0,-7.83333333333333,0.56,-0.183333333333333,0.333333333333333,-1,75.6333333333333,-40.3333333333333,59.63,-17.5,-13.2,-38.3333333333333,1,2.1,0.333333333333333,5.25,-0.65,-8.83333333333333,-23,29.8958333333333,0.00166666666666667,23.3333333333333,35.8333333333333,-3.2,0.490833333333333,-12.5
"91","SMC02075","SMC02075_41107_BMI_RWB_1","7/17/12",1,0.847725191,0.17,0.914043167,0.33,0.781407214,0.11,0,0,0,-0.909090909090909,NA,NA,NA,0.1,0,-10.5833333333333,0,0,0.0833333333333333,0,0,18.1666666666667,0,0,-0.0145454545454545,0,0,0,0.0275,0,0
"92","SMC02088","SMC02088_40708_BMI_RWB_1","6/14/11",1,0.8118037,0.12,1.026116662,0.55,0.597490739,0.01,20.1304347826087,0.103478260869565,0.190869565217391,-13.304347826087,1,9.39,3,7.8,0,-114.583333333333,-112.8,0,1.33333333333333,0.8,0,26,48.8,-23.8695652173913,4.54478260869565,-0.00130434782608696,10.5652173913043,3.73913043478261,0.151304347826087,0.755652173913044,6.82608695652174
"93","SMC02092","SMC02092_40708_BMI_RWB_1","6/14/11",1,0.835424967,0.15,1.019237288,0.54,0.651612645,0.03,NA,NA,NA,-0.166666666666667,NA,NA,NA,0,0,0,0.75,0,0,0.25,0,0,-4,-0.333333333333333,1.07666666666667,0,0,0.333333333333333,-0.00666666666666667,0.103333333333333,-0.333333333333333
"94","SMC02139","SMC02139_41107_BMI_RWB_1","7/17/12",1,1.118239994,0.77,1.190035878,0.84,1.046444111,0.6,0,0,0,-0.818181818181818,NA,NA,NA,0.03,0,-5.91666666666667,0,0,0,0,0,9.83333333333333,0,0,-0.00636363636363636,0,0,0,0.01,0.0025,0
"95","SMC02152","SMC02152_40373_BMI_RWB_1","7/14/10",1,0.604122906,0.01,0.657952035,0.04,0.550293777,0.01,-31.0434782608696,0.00478260869565217,0.618695652173913,8.56521739130435,NA,NA,NA,198.46,0.333333333333333,-38.8333333333333,-59.4,0,1.5,1.8,-0.166666666666667,21.5,14.6,-15.1739130434783,72.0408695652174,-0.336190476190476,23.7391304347826,43.7826086956522,0.0543478260869565,1.97,-20.0434782608696
"96","SMC02206","SMC02206_40743_BMI_RWB_1","7/19/11",1,0.510156172,0,0.555804673,0.01,0.464507671,0,-17,0.0216666666666667,-0.0933333333333333,-9.33333333333333,-9.66666666666667,28.68,-30,28.12,-42.6666666666667,-59.1818181818182,-69.5,1,1.81818181818182,1.5,7.33333333333333,4.27272727272727,39.875,-47.0833333333333,13.36,0.0216666666666667,37.75,64.0833333333333,-0.216666666666667,-1.15166666666667,-26.3333333333333
"97","SMC02228","SMC02228_39987_BMI_RWB_1","6/23/09",1,0.669102653,0.02,0.824669024,0.18,0.513536282,0,3.5,-13.4735714285714,-20.0414285714286,-4.77272727272727,0,-2294.04,-9,4471.13,-0.333333333333333,-2.5,-0.25,-0.333333333333333,-0.166666666666667,-0.25,-4.5,0.75,0.25,27.5294117647059,880.388260869565,-0.0152941176470588,63.0869565217391,24.9333333333333,-8.218,-51.0106666666667,-13
"98","SMC02270","SMC02270_40359_BMI_RWB_1","6/30/10",1,0.622621618,0.01,0.805000641,0.15,0.440242596,0,8.33333333333333,0,0.0133333333333333,9.83333333333333,NA,NA,NA,0.46,0,-344.8,-0.2,0,8.5,0.2,0,134,7.4,-30.8333333333333,0.648333333333333,0.0583333333333333,40.6666666666667,21.8333333333333,0.0216666666666667,0.085,18.8333333333333
"99","SMC02302","SMC02302_41470_BMI_RWB_1","7/15/13",1,0.1885897,0,0.115593348,0,0.261586052,0,-4.75,0.01,0.4475,1,NA,NA,NA,101.7,-60,-270.625,-39.6666666666667,5,1.125,2,42,32.875,-4.83333333333333,-54.5714285714286,71.8271428571429,0.0471428571428571,55.5714285714286,84.1428571428571,0.127142857142857,-0.462857142857143,-28.5714285714286
"100","SMC02436","SMC02436_39961_BMI_RWB_1","5/28/09",1,0.610104155,0.01,0.76270814,0.11,0.45750017,0,164,-0.3375,-0.285,-83,NA,NA,NA,310.35,-211,-361,-216,1,1.5,5,21.5,118.0625,17.5,-85,180.023333333333,0,97.6666666666667,-42,5.905,4.165,15.2
"101","SMC02536","SMC02536_40723_BMI_RWB_1","6/29/11",1,0.61035672,0.01,0.687994522,0.05,0.532718918,0,-17.0434782608696,0.00434782608695652,0.151304347826087,6.8695652173913,NA,NA,NA,20.31,0,-37.5833333333333,-0.4,0,1.58333333333333,0,-0.5,14.2916666666667,-0.1,-7.04347826086957,10.3121739130435,-0.15,13.9130434782609,23.3913043478261,0.383913043478261,-0.0295652173913043,-9.47826086956522
"102","SMC02548","SMC02548_40368_BMI_RWB_1","7/9/10",1,0.999637309,0.5,0.966563298,0.43,1.03271132,0.57,-0.333333333333333,0.00666666666666667,-0.01,-0.545454545454545,-1,-0.01,1,1.16,0,-84.2727272727273,0,0,-0.181818181818182,0,0,11.2272727272727,0,-0.545454545454545,0.321818181818182,0,0,0.545454545454545,0.02,-0.0918181818181818,-0.545454545454545
"103","SMC02568","SMC02568_41072_BMI_RWB_2","6/12/12",2,0.877339609,0.22,1.023085638,0.55,0.73159358,0.07,-3.61111111111111,0.0538888888888889,0.226666666666667,0.421052631578947,NA,NA,NA,0,0,2.21052631578947,3.25,0,0.105263157894737,1.5,0,1.71052631578947,-13.25,1.52631578947368,0.337894736842105,-0.00736842105263158,-1.10526315789474,2.44444444444444,0.222777777777778,1.37722222222222,-3.11111111111111
"104","SMC02591","SMC02591_40745_BMI_RWB_1","7/21/11",1,0.929770024,0.33,0.975674598,0.45,0.88386545,0.26,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.00105263157894737,0,0,-0.181818181818182,0.0254545454545455,0,0.181818181818182
"105","SMC02622","SMC02622_40344_BMI_RWB_1","6/15/10",1,0.416283489,0,0.517270653,0.01,0.315296325,0,-43.2,-10.217,-17.714,-35.9444444444444,NA,NA,NA,1880.9,0,-1.6,-1.5,0,0.2,-0.75,-1.5,-10.15,1.875,28.0833333333333,773.577368421053,-0.0266666666666667,77.7368421052632,48.3636363636364,-5.66181818181818,-25.3090909090909,-33
"106","SMC02712","SMC02712_41067_BMI_RWB_1","6/7/12",1,0.990324669,0.48,1.251054292,0.91,0.729595045,0.07,5.65217391304348,0.00652173913043478,0.01,-5.52173913043478,NA,NA,NA,0,-20.6666666666667,0.5,0,-0.333333333333333,0.25,0,1.83333333333333,-1.58333333333333,0,-6.34782608695652,0.0369565217391304,-0.00260869565217391,0.826086956521739,0.695652173913043,-0.0130434782608696,0.0178260869565217,0.130434782608696
"107","SMC02884","SMC02884_40352_BMI_RWB_1","6/23/10",1,0.580362908,0,0.645934774,0.03,0.514791041,0,164,-0.306,-0.274,-93.625,NA,NA,NA,357.27,-212,-256,-210,1,1.2,3,21,38.4,18,-50.5,210.393333333333,0,91.3333333333333,-54.5,-0.365,1.95,13.5
"108","SMC02902","SMC02902_40757_BMI_RWB_1","8/2/11",1,0.78041601,0.09,1.008922689,0.52,0.55190933,0.01,157,0.17,0.615,-73.875,1,21.35,-9,67.94,-3.66666666666667,-275.222222222222,-77.3333333333333,0,2.22222222222222,0.666666666666667,12.1666666666667,126.166666666667,-8.5,20.75,46.5125,0.0075,99.75,44.5,-0.4025,-0.4525,-33.25
"109","SMC02972","SMC02972_41108_BMI_RWB_1","7/18/12",1,1.061015996,0.65,1.179361688,0.83,0.942670304,0.37,-3.21052631578947,0.0163157894736842,0.00842105263157895,2.84210526315789,NA,NA,NA,0,0,0.4,0.5,0,0,0,0,-0.05,-0.25,-2.84210526315789,0.0394736842105263,0.0821052631578947,5.68421052631579,6.10526315789474,0,0.136842105263158,-0.421052631578947
"110","SMC02984","SMC02984_40352_BMI_RWB_1","6/23/10",1,0.540908922,0,0.567199849,0.01,0.514617996,0,-16.4782608695652,0.00304347826086957,0.591739130434783,-3.69565217391304,NA,NA,NA,175.63,0.666666666666667,-45,0,0.333333333333333,1.5,0,6.66666666666667,19.75,0,-21.4782608695652,65.54,-0.192857142857143,17.7826086956522,36.7391304347826,0.028695652173913,-2.49,-18.9565217391304
"111","SMC03011","SMC03011_41438_BMI_RWB_1","6/13/13",1,0.645521408,0.01,0.789278567,0.13,0.501764249,0,-20.5714285714286,0.0271428571428571,0.212857142857143,-2.81818181818182,NA,NA,NA,80.61,-6,-85.5,-30,-0.5,1.4,0,-32.5,10.65,-25.5,-55.7272727272727,2.10090909090909,0,52.9090909090909,83.3636363636364,1.47363636363636,2.8,-30.4545454545455
"112","SMC03216","SMC03216_40751_BMI_RWB_1","7/27/11",1,0.966241012,0.42,0.981856095,0.46,0.950625929,0.39,-0.181818181818182,-0.00818181818181818,-0.00909090909090909,0.142857142857143,NA,NA,NA,-0.02,0,0.3,0,0,0.2,0,0,6.65,0,0.555555555555556,0.181578947368421,0,-0.157894736842105,0.272727272727273,-0.0854545454545454,-0.0290909090909091,-0.4
"113","SMC03268","SMC03268_39961_BMI_RWB_1","5/28/09",1,0.695677804,0.03,0.850225668,0.22,0.54112994,0.01,139.833333333333,0.065,1.44333333333333,-95.25,NA,NA,NA,458.31,-213,-361.375,-223,1,1.375,2,20.5,132.625,-1,-78.5,323.821111111111,0,92.5555555555556,-44,8.995,13.485,5.57142857142857
"114","SMC03280","SMC03280_40766_BMI_RWB_1","8/11/11",1,0.931069654,0.33,0.89661147,0.29,0.965527839,0.42,-0.909090909090909,-0.0118181818181818,-0.0181818181818182,0.333333333333333,-7,2.52,0,0.03,0,-1.5,0,0,0.2,0,0,0.8,0,0.545454545454545,0.285789473684211,0,-0.0526315789473684,0.454545454545455,0.121818181818182,-0.0909090909090909,-0.357142857142857
"115","SMC03304","SMC03304_40723_BMI_RWB_1","6/29/11",1,0.591738396,0.01,0.671240482,0.04,0.512236311,0,NA,NA,NA,NA,NA,NA,NA,0,-362.666666666667,0,-361.6,0.333333333333333,0,0.8,148.666666666667,0,150.7,NA,1.49347826086957,NA,34.1739130434783,NA,NA,NA,NA
"116","SMC03438","SMC03438_41092_BMI_RWB_1","7/2/12",1,0.831429441,0.15,1.03859787,0.58,0.624261012,0.02,-19.2173913043478,0.00173913043478261,0.0773913043478261,16.4347826086957,NA,NA,NA,7.29,0,-31.6666666666667,0,0,1.08333333333333,0,0,9.33333333333333,0,6.52173913043478,1.12086956521739,-0.264782608695652,9.91304347826087,12.8695652173913,0.362608695652174,0.169565217391304,-2.95652173913043
"117","SMC03523","SMC03523_41436_BMI_RWB_2","6/11/13",2,0.517912075,0,0.597910067,0.02,0.437914084,0,-41,0.008,0.026,2.22222222222222,-8,-2.41,-63,64.45,0,-168.7,-28.75,0,3,-0.5,0,7.8,-37.25,-47.6666666666667,18.0833333333333,0,49.8888888888889,76.5555555555556,0.09,-4.53333333333333,-26.6666666666667
"118","SMC03944","SMC03944_40371_BMI_RWB_1","7/12/10",1,0.428265381,0,0.450679454,0,0.405851308,0,-20.9130434782609,0.00173913043478261,0.0669565217391304,9.95652173913044,NA,NA,NA,5.87,-0.333333333333333,-27.8333333333333,-39,0,1,1,0,15.5,22.5,-4.1304347826087,1.51347826086957,-0.45695652173913,14.0869565217391,24.9130434782609,0.33695652173913,0.143478260869565,-10.8260869565217
"119","SMC03984","SMC03984_41078_BMI_RWB_1","6/18/12",1,0.731368232,0.05,0.775013382,0.12,0.687723082,0.04,2.375,-0.00875,0.06625,-1.26666666666667,0,0.01,0,-0.03,0,0,0,0,0,0,0,0,0,0,0.407058823529412,0,0,0.111111111111111,0.01,-0.496666666666667,-0.1
"120","SMC04000","SMC04000_41120_BMI_RWB_1","7/30/12",1,1.024990931,0.56,1.293637544,0.94,0.756344319,0.09,0.142857142857143,-0.00571428571428571,-0.00142857142857143,-0.6,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0.111111111111111,0.825625,0.00222222222222222,-0.0625,0,0.0255555555555556,0.0266666666666667,-0.1
"121","SMC04008","SMC04008_41079_BMI_RWB_1","6/19/12",1,0.871468272,0.21,1.097318517,0.7,0.645618026,0.02,0.714285714285714,0.15,1.47,-12,0,101.59,-61,238.77,-9.5,-50.0909090909091,-15.3333333333333,0.5,1.36363636363636,0.333333333333333,32.5,8.22727272727273,-11.1666666666667,-40.7142857142857,78.7235714285714,0,28.7142857142857,46.7142857142857,0.145714285714286,-1.51571428571429,-18
"122","SMC04134","SMC04134_40750_BMI_RWB_1","7/26/11",1,0.77333209,0.08,0.868412406,0.24,0.678251774,0.04,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,137.734782608696,-0.005,0,0,0,0,0
"123","SMC04175","SMC04175_39975_BMI_RWB_1","6/11/09",1,0.883390898,0.23,0.941029237,0.38,0.82575256,0.17,-20.2727272727273,-0.221818181818182,-0.492727272727273,4.33333333333333,NA,NA,NA,36.52,0,-0.166666666666667,0,0,-0.0833333333333333,0,0,1.54166666666667,0,10.9333333333333,3.30090909090909,0,31.3636363636364,5.16666666666667,-0.0633333333333333,0.1475,-1.08333333333333
"124","SMC04204","SMC04204_41101_BMI_RWB_1","7/11/12",1,0.971601847,0.43,1.215843863,0.87,0.727359831,0.06,-19.7368421052632,0.0242105263157895,0.136315789473684,0.105263157894737,NA,NA,NA,0.27,0,-105.3,0,0,1.1,0,0,42.15,0,-5.57894736842105,0.159473684210526,-0.0878947368421053,5.68421052631579,23.9473684210526,-0.14,0.0194736842105263,-18.2631578947368
"125","SMC04239","SMC04239_39975_BMI_RWB_1","6/11/09",1,0.872204764,0.21,1.055283193,0.61,0.689126334,0.04,-10.4166666666667,-0.135,-0.5025,-12.5238095238095,NA,NA,NA,39.45,0,0,0,0,0,0,0,0,0,4.93333333333333,45.1222727272727,0,37.4545454545455,1.07692307692308,0.174615384615385,0.595384615384615,-1.07692307692308
"126","SMC04264","SMC04264_40368_BMI_RWB_1","7/9/10",1,0.531260106,0,0.528422196,0.01,0.534098016,0,3.71428571428571,0.0371428571428571,0.397142857142857,-11.5714285714286,NA,NA,NA,92.67,-20,-52.8181818181818,-15,0,0.909090909090909,0,-4.5,6.90909090909091,-21.3333333333333,-45.5,14.2764285714286,0,33.9285714285714,53.7857142857143,0.788571428571429,-1.97142857142857,-19.8571428571429
"127","SMC04294","SMC04294_41466_BMI_RWB_1","7/11/13",1,0.851577738,0.18,1.05454853,0.61,0.648606947,0.02,44,-1.19,-1.32333333333333,-58.3,0,23.64,-9,161.81,-1.33333333333333,-270.2,-9,0.333333333333333,1.9,0,-8,111.25,-10,-2.83333333333333,83.046,0.00333333333333333,95.4,48,-1.16166666666667,-1.21833333333333,-27.3333333333333
"128","SMC04308","SMC04308_39981_BMI_RWB_1","6/17/09",1,0.793161948,0.1,1.016949406,0.54,0.56937449,0.01,38.2857142857143,-0.19,-0.281428571428571,-48.9230769230769,NA,NA,NA,125,0,-150.1,-0.25,0,2.5,0,0,45.35,0,-6.55555555555556,129.143571428571,-0.0333333333333333,68.2142857142857,39.75,-0.27,-1.2675,-31.25
"129","SMC04383","SMC04383_40338_BMI_RWB_1","6/9/10",1,0.955334229,0.39,1.035430983,0.57,0.875237475,0.24,0.9,-0.007,-0.002,-0.285714285714286,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.0336363636363636,-0.000833333333333333,0.772727272727273,-0.833333333333333,0.0308333333333333,0.0275,0.833333333333333
"130","SMC04426","SMC04426_40749_BMI_RWB_1","7/25/11",1,0.845455533,0.17,0.782740399,0.13,0.908170666,0.3,0,-0.005,-0.005,-22.5714285714286,0,0.32,0,0.53,0,-34,0,0,0.75,0,0,-22.5,0,0.6,0.34,0,-0.25,0,-0.0025,0.03,0
"131","SMC04432","SMC04432_41086_BMI_RWB_1","6/26/12",1,0.898596438,0.26,0.872294378,0.25,0.924898497,0.34,5.95652173913043,0.00695652173913044,0.0134782608695652,-5.82608695652174,NA,NA,NA,0,-29.6666666666667,2.5,0,0,0,0,12,0,0,-7,0.000434782608695652,-0.00217391304347826,1.17391304347826,1.04347826086957,0,0,0.130434782608696
"132","SMC04682","SMC04682_40749_BMI_RWB_1","7/25/11",1,1.151839335,0.83,1.204077963,0.86,1.099600708,0.71,NA,NA,NA,-0.8,NA,NA,NA,0,0,0,-22.25,0,0,1.25,0,0,-14.25,-1,0.242,0,0,0.75,0,-0.04,-0.75
"133","SMC04749","SMC04749_39987_BMI_RWB_1","6/23/09",1,0.612346376,0.01,0.648159101,0.03,0.576533651,0.01,75.25,0.025,0.1025,-35.2307692307692,-6,-18.74,-12,59.54,0,-120.555555555556,-0.5,0,2.77777777777778,-0.25,0,29.1666666666667,-4.5,24.875,35.5446153846154,-0.02125,60.4615384615385,17.5714285714286,-0.0485714285714286,-4.35571428571429,-14
"134","SMC04750","SMC04750_40729_BMI_RWB_1","7/5/11",1,1.001889098,0.5,1.173052684,0.82,0.830725512,0.17,-28.6521739130435,0.0373913043478261,0.573478260869565,14.6521739130435,NA,NA,NA,10.16,0,-24.8333333333333,-0.4,0,0.916666666666667,0.2,0,31.625,4.1,-5.69565217391304,-4.2695652173913,-0.279565217391304,20.3478260869565,34.304347826087,0.422173913043478,3.22173913043478,-13.9565217391304
"135","SMC04756","SMC04756_40366_BMI_RWB_1","7/7/10",1,0.556401801,0,0.639941915,0.03,0.472861687,0,172.4,-0.176,-0.128,-95.5,NA,NA,NA,226.53,-215,-360.875,-228,2,1.875,2,-1,127.8125,-1,-75,145.378888888889,0,95.8888888888889,-45,0.89,13.495,16.3333333333333
